account_id,plan_tier,industry,seats,contract_value_monthly,signup_date,churned,churn_date,storyline
ACC-00714,Scale,Professional Services,4,1050.2,2026-04-27,False,,slow_decay
ACC-00715,Starter,Manufacturing,4,475.01,2026-05-14,False,,slow_decay
ACC-00716,Growth,Professional Services,10,1877.37,2026-03-25,False,,healthy
ACC-00717,Starter,Logistics,2,200.11,2026-05-24,False,,healthy
ACC-00718,Scale,EdTech,9,1046.36,2025-11-15,True,2026-07-18,slow_decay
ACC-00719,Growth,EdTech,7,693.28,2025-12-06,False,,recovered
ACC-00720,Scale,Healthcare,16,4225.73,2025-12-27,False,,healthy
ACC-00721,Scale,Professional Services,7,815.75,2025-11-17,False,,healthy
ACC-00722,Starter,Retail,7,215.16,2026-04-02,False,,healthy
ACC-00723,Growth,Healthcare,3,465.68,2026-03-22,False,,healthy
ACC-00724,Growth,EdTech,1,74.82,2025-12-28,True,2026-06-01,slow_decay
ACC-00725,Growth,Professional Services,3,566.55,2026-02-16,True,2026-06-27,sharp_drop
ACC-00726,Starter,EdTech,3,202.06,2026-02-12,True,2026-05-22,slow_decay
ACC-00727,Growth,Retail,4,248.4,2025-11-16,True,2026-05-19,slow_decay
ACC-00728,Starter,Logistics,2,139.65,2026-05-13,False,,recovered
ACC-00729,Starter,Professional Services,10,1025.99,2026-04-06,False,,seasonal
ACC-00730,Starter,FinTech,5,227.62,2026-05-16,False,,healthy
ACC-00731,Growth,Healthcare,7,1249.91,2026-03-08,False,,healthy
ACC-00732,Growth,FinTech,3,561.44,2025-12-31,True,2026-04-20,slow_decay
ACC-00733,Starter,Retail,3,223.35,2026-02-28,True,2026-07-02,slow_decay
ACC-00734,Starter,Logistics,7,571.34,2026-04-30,False,,recovered
ACC-00735,Scale,Manufacturing,3,420.91,2025-11-18,False,,seasonal
ACC-00736,Starter,EdTech,2,170.34,2026-01-30,False,,seasonal
ACC-00737,Growth,EdTech,9,1240.22,2026-01-13,False,,healthy
ACC-00738,Growth,Logistics,20,2046.31,2026-01-18,True,2026-05-02,slow_decay
ACC-00739,Starter,Retail,4,301.16,2025-11-23,False,,healthy
ACC-00740,Starter,FinTech,1,41.94,2025-12-29,False,,healthy
ACC-00741,Growth,Media,6,671.97,2026-04-05,False,,healthy
ACC-00742,Growth,Healthcare,8,704.2,2026-02-21,True,2026-06-20,slow_decay
ACC-00743,Growth,EdTech,2,273.38,2026-03-10,False,,healthy
ACC-00744,Starter,EdTech,5,241.12,2026-05-10,False,,recovered
ACC-00745,Scale,Manufacturing,16,3510.13,2026-05-26,False,,slow_decay
ACC-00746,Growth,Retail,4,715.93,2026-05-19,False,,healthy
ACC-00747,Starter,Manufacturing,1,55.77,2025-12-09,False,,healthy
ACC-00748,Growth,Healthcare,5,926.4,2026-02-10,True,2026-05-23,slow_decay
ACC-00749,Enterprise,Professional Services,20,2972.37,2025-12-18,False,,healthy
ACC-00750,Growth,Healthcare,1,54.25,2026-04-29,False,,healthy
ACC-00751,Scale,FinTech,5,865.25,2026-01-25,False,,healthy
ACC-00752,Scale,Healthcare,6,768.6,2025-12-31,True,2026-06-18,slow_decay
ACC-00753,Starter,FinTech,3,231.05,2025-11-23,False,,seasonal
ACC-00754,Starter,Retail,2,178.47,2026-05-14,False,,seasonal
ACC-00755,Starter,Retail,3,296.73,2026-02-23,False,,healthy
ACC-00756,Growth,Manufacturing,12,1302.57,2025-12-14,False,,healthy
ACC-00757,Growth,Manufacturing,2,369.57,2026-03-28,True,2026-07-23,slow_decay
ACC-00758,Starter,Retail,7,329.16,2025-11-27,True,2026-02-26,sharp_drop
ACC-00759,Growth,Media,13,1369.37,2026-05-06,False,,healthy
ACC-00760,Starter,Media,4,326.27,2026-01-01,True,2026-06-16,slow_decay
ACC-00761,Starter,EdTech,1,75.35,2026-02-09,True,2026-07-14,slow_decay
ACC-00762,Growth,EdTech,2,181.3,2026-02-07,False,,recovered
ACC-00763,Growth,FinTech,8,1056.07,2026-02-12,True,2026-06-09,sharp_drop
ACC-00764,Growth,Professional Services,14,1158.57,2026-01-29,False,,healthy
ACC-00765,Scale,FinTech,4,576.14,2026-03-19,False,,healthy
ACC-00766,Growth,Media,4,271.48,2026-03-11,False,,healthy
ACC-00767,Starter,Logistics,5,160.35,2025-12-18,False,,healthy
ACC-00768,Enterprise,Media,7,1057.19,2026-02-20,False,,healthy
ACC-00769,Growth,Retail,9,1121.32,2025-12-24,True,2026-06-10,slow_decay
ACC-00770,Starter,Logistics,1,44.04,2025-12-23,True,2026-06-19,slow_decay
ACC-00771,Starter,Healthcare,10,862.01,2026-01-02,False,,healthy
ACC-00772,Starter,Healthcare,4,436.33,2026-04-15,False,,seasonal
ACC-00773,Scale,Professional Services,31,6753.89,2026-05-13,False,,slow_decay
ACC-00774,Starter,Logistics,5,492.55,2026-02-18,True,2026-05-19,sharp_drop
ACC-00775,Starter,Manufacturing,8,495.55,2025-12-18,True,2026-07-05,slow_decay
ACC-00776,Starter,FinTech,2,216.75,2025-12-03,False,,seasonal
ACC-00777,Growth,FinTech,11,1730.54,2026-01-24,False,,healthy
ACC-00778,Enterprise,Manufacturing,11,3121.41,2026-01-26,True,2026-06-04,sharp_drop
ACC-00779,Scale,Media,5,960.99,2026-02-12,True,2026-06-07,sharp_drop
ACC-00780,Starter,Retail,10,1159.94,2025-12-11,True,2026-06-15,slow_decay
ACC-00781,Scale,FinTech,6,731.01,2026-02-22,True,2026-07-03,sharp_drop
ACC-00782,Scale,Manufacturing,13,2540.56,2026-02-20,False,,healthy
ACC-00783,Growth,Logistics,4,684.16,2025-11-12,True,2026-02-19,sharp_drop
ACC-00784,Growth,Logistics,2,132.44,2026-03-12,False,,healthy
ACC-00785,Growth,Media,7,896.23,2026-03-27,False,,seasonal
ACC-00786,Scale,EdTech,9,2443.38,2026-02-04,True,2026-05-27,slow_decay
ACC-00787,Enterprise,Media,12,4763.75,2026-03-19,False,,seasonal
ACC-00788,Starter,Manufacturing,5,542.67,2026-03-07,False,,healthy
ACC-00789,Starter,Professional Services,9,630.9,2026-02-15,False,,seasonal
ACC-00790,Scale,Retail,5,964.65,2026-02-22,False,,recovered
ACC-00791,Enterprise,FinTech,79,24733.52,2026-04-30,False,,recovered
ACC-00792,Scale,EdTech,32,6515.22,2025-12-28,False,,seasonal
ACC-00793,Starter,Media,2,117.87,2026-02-15,True,2026-06-22,slow_decay
ACC-00794,Scale,Professional Services,6,905.7,2026-04-13,False,,healthy
ACC-00795,Starter,Retail,2,145.47,2026-01-08,True,2026-06-16,slow_decay
ACC-00796,Scale,Manufacturing,4,773.18,2026-01-02,True,2026-05-12,slow_decay
ACC-00797,Starter,Healthcare,1,48.91,2025-11-04,False,,seasonal
ACC-00798,Enterprise,FinTech,18,6332.21,2026-01-20,True,2026-05-08,slow_decay
ACC-00799,Enterprise,Professional Services,24,9761.26,2026-01-18,False,,healthy
ACC-00800,Growth,FinTech,15,892.42,2026-02-20,True,2026-07-20,slow_decay
ACC-00801,Scale,Media,9,808.07,2026-02-21,False,,seasonal
ACC-00802,Growth,Healthcare,6,695.21,2025-12-30,False,,recovered
ACC-00803,Scale,Logistics,4,610.59,2026-02-15,False,,recovered
ACC-00804,Scale,Manufacturing,9,2344.42,2026-01-31,False,,seasonal
ACC-00805,Starter,Manufacturing,1,69.62,2026-02-27,False,,seasonal
ACC-00806,Growth,Professional Services,3,460.27,2026-04-24,True,2026-07-23,sharp_drop
ACC-00807,Starter,Professional Services,14,857.51,2026-03-30,False,,seasonal
ACC-00808,Starter,FinTech,1,98.89,2026-03-15,False,,recovered
ACC-00809,Enterprise,Logistics,1,310.51,2025-11-16,True,2026-05-21,slow_decay
ACC-00810,Scale,EdTech,22,3295.26,2026-03-30,True,2026-07-18,sharp_drop
ACC-00811,Growth,FinTech,3,424.3,2026-03-07,False,,healthy
ACC-00812,Starter,Professional Services,5,220.81,2026-04-14,False,,seasonal
ACC-00813,Starter,FinTech,5,175.27,2026-05-01,False,,healthy
ACC-00814,Enterprise,Media,19,2822.29,2026-01-26,False,,healthy
ACC-00815,Scale,Professional Services,2,181.67,2025-12-19,False,,healthy
ACC-00816,Growth,Retail,7,593.87,2026-02-03,True,2026-07-14,slow_decay
ACC-00817,Enterprise,Healthcare,3,495.36,2026-03-30,False,,seasonal
ACC-00818,Growth,FinTech,1,93.88,2026-01-09,False,,healthy
ACC-00819,Starter,Media,3,145.52,2026-03-31,True,2026-06-30,sharp_drop
ACC-00820,Scale,Logistics,9,803.68,2025-11-06,True,2026-02-23,slow_decay
ACC-00821,Scale,Retail,3,660.12,2025-11-27,True,2026-04-19,slow_decay
ACC-00822,Scale,Retail,7,1381.66,2026-02-09,False,,healthy
ACC-00823,Starter,Manufacturing,2,177.96,2026-03-03,False,,healthy
ACC-00824,Scale,FinTech,5,587.15,2026-04-22,False,,healthy
ACC-00825,Scale,FinTech,37,8581.42,2026-03-30,False,,recovered
ACC-00826,Growth,Healthcare,2,205.12,2026-03-08,True,2026-06-30,slow_decay
ACC-00827,Enterprise,Media,4,1626.73,2026-03-09,False,,healthy
ACC-00828,Starter,Professional Services,1,51.01,2025-11-17,False,,healthy
ACC-00829,Scale,Retail,13,3669.19,2026-03-26,True,2026-07-04,sharp_drop
ACC-00830,Growth,EdTech,1,53.3,2026-01-23,False,,healthy
ACC-00831,Starter,FinTech,2,233.43,2026-02-13,False,,healthy
ACC-00832,Growth,Healthcare,20,2941.92,2026-03-19,False,,seasonal
ACC-00833,Scale,Professional Services,3,646.6,2026-04-02,False,,healthy
ACC-00834,Starter,Healthcare,4,266.65,2026-05-23,False,,slow_decay
ACC-00835,Enterprise,Retail,26,11410.35,2026-05-11,False,,slow_decay
ACC-00836,Starter,EdTech,5,342.22,2026-02-09,False,,healthy
ACC-00837,Growth,Healthcare,5,821.55,2026-04-21,False,,recovered
ACC-00838,Starter,Manufacturing,3,235.58,2025-12-08,False,,healthy
ACC-00839,Scale,Professional Services,5,1090.02,2026-03-30,False,,healthy
ACC-00840,Enterprise,Professional Services,2,788.0,2025-12-05,False,,healthy
ACC-00841,Growth,Logistics,15,1690.13,2026-04-09,False,,healthy
ACC-00842,Scale,Manufacturing,4,998.97,2026-04-22,True,2026-07-23,slow_decay
ACC-00843,Starter,Professional Services,3,225.46,2026-01-10,False,,seasonal
ACC-00844,Growth,Retail,17,2735.85,2026-05-18,False,,slow_decay
ACC-00845,Scale,Professional Services,3,863.18,2026-04-02,True,2026-07-22,slow_decay
ACC-00846,Starter,Retail,12,996.11,2026-03-20,False,,healthy
ACC-00847,Enterprise,Manufacturing,5,1272.25,2026-05-29,False,,sharp_drop
ACC-00848,Starter,EdTech,3,252.03,2026-03-11,False,,healthy
ACC-00849,Starter,EdTech,2,71.08,2026-04-07,False,,healthy
ACC-00850,Growth,Logistics,1,64.55,2025-12-29,True,2026-06-10,sharp_drop
ACC-00851,Starter,Logistics,1,71.89,2026-01-07,True,2026-07-16,sharp_drop
ACC-00852,Growth,Manufacturing,7,1235.05,2025-12-16,True,2026-03-17,slow_decay
ACC-00853,Scale,EdTech,23,3968.34,2025-12-24,False,,healthy
ACC-00854,Scale,EdTech,6,1587.26,2025-12-22,False,,healthy
ACC-00855,Starter,FinTech,2,70.07,2026-02-20,False,,healthy
ACC-00856,Growth,Professional Services,6,541.48,2026-01-07,False,,recovered
ACC-00857,Growth,FinTech,2,366.94,2025-11-27,False,,healthy
ACC-00858,Growth,Manufacturing,7,887.76,2026-04-06,False,,healthy
ACC-00859,Scale,Retail,9,1414.89,2026-05-11,False,,slow_decay
ACC-00860,Growth,Media,2,199.24,2025-12-03,False,,healthy
ACC-00861,Growth,FinTech,21,1436.2,2026-01-26,True,2026-07-22,slow_decay
ACC-00862,Starter,FinTech,1,73.75,2026-01-12,False,,seasonal
ACC-00863,Growth,Professional Services,21,3912.47,2026-05-06,False,,sharp_drop
ACC-00864,Growth,EdTech,2,214.96,2026-02-07,False,,healthy
ACC-00865,Scale,Healthcare,9,1234.29,2025-11-06,False,,healthy
ACC-00866,Starter,Professional Services,1,77.02,2026-05-17,False,,recovered
ACC-00867,Scale,Professional Services,9,1618.57,2026-04-19,False,,recovered
ACC-00868,Growth,Professional Services,6,716.69,2026-02-10,False,,seasonal
ACC-00869,Growth,Professional Services,28,2894.34,2026-04-26,False,,healthy
ACC-00870,Growth,EdTech,2,162.87,2025-11-07,True,2026-05-07,slow_decay
ACC-00871,Growth,FinTech,1,123.88,2025-11-26,True,2026-05-12,slow_decay
ACC-00872,Growth,Professional Services,2,354.25,2025-11-21,True,2026-06-04,slow_decay
ACC-00873,Growth,Professional Services,16,2227.23,2026-05-06,False,,healthy
ACC-00874,Growth,Professional Services,4,757.88,2026-02-27,False,,healthy
ACC-00875,Growth,Healthcare,8,908.33,2025-11-25,True,2026-07-16,slow_decay
ACC-00876,Scale,Retail,5,492.71,2025-12-03,False,,healthy
ACC-00877,Growth,EdTech,6,780.3,2025-11-25,True,2026-03-18,sharp_drop
ACC-00878,Starter,Retail,2,166.0,2026-04-25,False,,slow_decay
ACC-00879,Starter,Manufacturing,5,216.43,2026-02-27,True,2026-06-24,slow_decay
ACC-00880,Scale,Manufacturing,7,716.15,2025-12-26,False,,healthy
ACC-00881,Starter,Media,4,343.93,2026-05-09,False,,healthy
ACC-00882,Growth,Professional Services,21,1393.45,2026-01-20,False,,healthy
ACC-00883,Starter,Retail,4,332.91,2025-12-21,False,,healthy
ACC-00884,Growth,EdTech,4,746.06,2025-12-23,True,2026-04-04,slow_decay
ACC-00885,Enterprise,Retail,12,2857.29,2026-01-21,False,,seasonal
ACC-00886,Growth,Retail,2,223.37,2026-03-08,False,,recovered
ACC-00887,Growth,Healthcare,3,408.77,2026-02-13,False,,seasonal
ACC-00888,Enterprise,Retail,14,5309.53,2025-11-18,False,,healthy
ACC-00889,Growth,Healthcare,1,153.94,2026-01-17,False,,seasonal
ACC-00890,Scale,EdTech,13,1675.47,2026-03-23,False,,healthy
ACC-00891,Scale,FinTech,11,1487.18,2026-02-05,False,,healthy
ACC-00892,Starter,Media,2,172.17,2026-03-04,False,,healthy
ACC-00893,Starter,Healthcare,8,243.88,2026-05-09,False,,recovered
ACC-00894,Scale,EdTech,5,575.99,2026-04-01,False,,healthy
ACC-00895,Enterprise,Professional Services,7,2848.46,2025-11-08,False,,recovered
ACC-00896,Starter,Logistics,4,227.07,2025-12-23,False,,healthy
ACC-00897,Starter,FinTech,3,358.87,2025-12-15,False,,healthy
ACC-00898,Scale,Logistics,4,832.08,2025-12-20,True,2026-07-19,sharp_drop
ACC-00899,Scale,FinTech,19,5149.13,2026-03-01,True,2026-06-27,slow_decay
ACC-00900,Starter,Professional Services,3,150.84,2025-11-29,False,,healthy
ACC-00901,Scale,Professional Services,11,1628.48,2026-01-04,False,,healthy
ACC-00902,Growth,Logistics,16,2034.95,2026-05-10,False,,healthy
ACC-00903,Growth,Media,9,1481.46,2025-11-05,True,2026-03-11,slow_decay
ACC-00904,Starter,Healthcare,1,99.62,2026-01-06,False,,healthy
ACC-00905,Starter,Logistics,4,460.39,2026-04-06,False,,seasonal
ACC-00906,Starter,EdTech,2,132.64,2026-03-29,True,2026-07-14,slow_decay
ACC-00907,Enterprise,Manufacturing,10,3885.02,2026-04-03,False,,seasonal
ACC-00908,Starter,FinTech,5,393.44,2025-11-14,True,2026-04-30,sharp_drop
ACC-00909,Starter,Healthcare,3,178.11,2026-01-30,False,,healthy
ACC-00910,Growth,Logistics,8,1271.04,2025-12-20,False,,healthy
ACC-00911,Growth,Manufacturing,16,1958.08,2026-01-16,False,,healthy
ACC-00912,Growth,Professional Services,1,82.74,2025-12-22,True,2026-03-26,slow_decay
ACC-00913,Scale,Retail,5,1215.32,2026-05-24,False,,slow_decay
ACC-00914,Starter,FinTech,2,188.08,2025-12-20,False,,seasonal
ACC-00915,Starter,Logistics,5,498.85,2025-11-02,False,,healthy
ACC-00916,Starter,Retail,1,68.65,2026-01-13,False,,healthy
ACC-00917,Enterprise,EdTech,34,10916.16,2026-02-08,False,,healthy
ACC-00918,Growth,Manufacturing,3,224.75,2026-03-13,False,,healthy
ACC-00919,Starter,EdTech,6,566.1,2026-02-05,True,2026-07-18,slow_decay
ACC-00920,Growth,Media,1,74.42,2025-11-27,False,,healthy
ACC-00921,Growth,EdTech,6,830.96,2025-12-30,False,,healthy
ACC-00922,Starter,Manufacturing,14,738.58,2026-04-16,False,,healthy
ACC-00923,Scale,Professional Services,14,2642.15,2026-05-07,False,,sharp_drop
ACC-00924,Starter,EdTech,2,187.54,2026-03-19,True,2026-07-06,slow_decay
ACC-00925,Growth,Media,5,460.91,2025-11-09,False,,recovered
ACC-00926,Enterprise,Media,3,515.87,2025-12-30,True,2026-05-18,slow_decay
ACC-00927,Growth,Professional Services,4,565.59,2025-11-02,True,2026-05-02,sharp_drop
ACC-00928,Starter,Media,2,229.9,2026-04-12,False,,healthy
ACC-00929,Growth,Media,4,350.66,2025-11-21,True,2026-05-20,sharp_drop
ACC-00930,Enterprise,Media,18,8172.4,2026-05-02,False,,seasonal
ACC-00931,Scale,Logistics,1,199.07,2026-02-14,False,,healthy
ACC-00932,Growth,Media,7,1270.57,2026-01-31,False,,recovered
ACC-00933,Enterprise,EdTech,12,2659.07,2026-01-05,False,,healthy
ACC-00934,Growth,Healthcare,11,1871.24,2026-05-10,False,,healthy
ACC-00935,Starter,FinTech,2,177.46,2026-03-27,False,,seasonal
ACC-00936,Scale,Retail,13,2974.04,2026-01-05,False,,healthy
ACC-00937,Starter,Healthcare,3,333.79,2025-12-27,False,,seasonal
ACC-00938,Growth,FinTech,2,134.44,2026-02-04,False,,seasonal
ACC-00939,Starter,EdTech,2,235.61,2025-11-08,False,,healthy
ACC-00940,Starter,Media,3,293.04,2026-01-28,True,2026-05-24,sharp_drop
ACC-00941,Enterprise,Professional Services,23,2873.37,2026-01-26,True,2026-06-09,sharp_drop
ACC-00942,Growth,Media,5,665.26,2026-03-07,False,,recovered
ACC-00943,Scale,Healthcare,6,1039.11,2026-01-05,True,2026-04-13,slow_decay
ACC-00944,Scale,EdTech,6,1657.18,2026-01-14,True,2026-06-17,slow_decay
ACC-00945,Starter,Healthcare,3,256.54,2026-04-05,False,,recovered
ACC-00946,Growth,Media,3,531.72,2026-02-11,False,,seasonal
ACC-00947,Scale,FinTech,7,1052.71,2026-04-02,False,,healthy
ACC-00948,Starter,Professional Services,2,128.4,2026-05-02,False,,healthy
ACC-00949,Growth,Professional Services,3,377.44,2025-11-24,False,,healthy
ACC-00950,Growth,EdTech,7,962.84,2025-11-08,False,,seasonal
ACC-00951,Starter,Manufacturing,1,62.27,2026-04-02,False,,healthy
ACC-00952,Starter,FinTech,2,173.42,2025-12-07,False,,recovered
ACC-00953,Growth,Professional Services,6,1030.68,2026-05-22,False,,healthy
ACC-00954,Growth,FinTech,1,165.54,2026-03-29,False,,seasonal
ACC-00955,Growth,Professional Services,3,193.64,2026-03-27,False,,healthy
ACC-00956,Scale,Professional Services,33,9167.79,2025-12-02,False,,healthy
ACC-00957,Scale,Healthcare,10,2631.27,2026-03-06,True,2026-07-03,slow_decay
ACC-00958,Starter,Retail,5,199.8,2026-01-07,False,,healthy
ACC-00959,Starter,Professional Services,2,141.66,2025-11-13,False,,seasonal
ACC-00960,Growth,Manufacturing,3,398.75,2025-12-30,False,,recovered
ACC-00961,Growth,Logistics,8,446.03,2026-03-09,False,,healthy
ACC-00962,Starter,Retail,4,434.46,2026-02-07,True,2026-05-31,sharp_drop
ACC-00963,Growth,Healthcare,17,3092.2,2025-11-02,True,2026-04-22,slow_decay
ACC-00964,Starter,Healthcare,3,312.37,2026-04-06,False,,healthy
ACC-00965,Growth,FinTech,3,377.5,2026-03-03,True,2026-06-28,slow_decay
ACC-00966,Scale,Healthcare,31,7345.4,2026-05-06,False,,recovered
ACC-00967,Starter,FinTech,2,182.73,2026-05-16,False,,seasonal
ACC-00968,Growth,FinTech,2,302.95,2026-01-01,True,2026-05-19,sharp_drop
ACC-00969,Scale,EdTech,11,1822.47,2026-01-02,True,2026-05-11,slow_decay
ACC-00970,Starter,Media,9,334.41,2026-02-23,False,,healthy
ACC-00971,Starter,FinTech,1,95.2,2026-02-03,False,,recovered
ACC-00972,Scale,FinTech,7,786.53,2025-11-15,False,,healthy
ACC-00973,Starter,Media,5,245.05,2026-01-06,True,2026-06-21,slow_decay
ACC-00974,Growth,Media,6,906.04,2025-11-18,False,,healthy
ACC-00975,Scale,FinTech,6,1109.57,2026-03-31,False,,healthy
ACC-00976,Starter,Retail,5,515.83,2026-02-08,True,2026-06-11,slow_decay
ACC-00977,Starter,Manufacturing,4,338.86,2026-05-29,False,,healthy
ACC-00978,Enterprise,FinTech,12,1620.16,2026-02-25,False,,seasonal
ACC-00979,Growth,FinTech,8,1104.55,2026-03-22,True,2026-07-05,sharp_drop
ACC-00980,Growth,Logistics,8,936.85,2026-01-05,False,,healthy
ACC-00981,Scale,Logistics,4,742.45,2026-03-09,False,,healthy
ACC-00982,Growth,Healthcare,3,388.57,2025-12-28,False,,seasonal
ACC-00983,Starter,Logistics,2,171.57,2025-11-01,True,2026-06-15,sharp_drop
ACC-00984,Growth,Logistics,3,488.18,2025-11-28,True,2026-03-07,slow_decay
ACC-00985,Growth,Logistics,5,389.72,2026-01-12,True,2026-07-20,slow_decay
ACC-00986,Starter,Logistics,9,635.67,2026-04-04,False,,seasonal
ACC-00987,Starter,Retail,4,417.88,2025-12-08,False,,healthy
ACC-00988,Growth,Media,16,2880.26,2025-11-18,False,,healthy
ACC-00989,Growth,Media,16,1666.53,2026-05-04,False,,seasonal
ACC-00990,Growth,Healthcare,3,507.91,2026-05-05,False,,seasonal
ACC-00991,Growth,Healthcare,6,717.47,2026-05-06,False,,slow_decay
ACC-00992,Growth,Logistics,7,461.89,2026-03-13,False,,recovered
ACC-00993,Starter,Media,1,68.43,2026-01-12,False,,healthy
ACC-00994,Scale,Retail,4,465.51,2025-11-21,False,,recovered
ACC-00995,Starter,Healthcare,11,615.33,2025-11-25,False,,healthy
ACC-00996,Starter,Logistics,6,461.01,2026-04-26,False,,sharp_drop
ACC-00997,Growth,EdTech,13,2476.28,2025-11-08,False,,healthy
ACC-00998,Growth,FinTech,11,1787.16,2026-03-05,True,2026-07-18,slow_decay
ACC-00999,Growth,Professional Services,5,297.66,2026-04-14,False,,healthy
ACC-01000,Starter,Retail,2,88.74,2026-05-26,False,,seasonal
ACC-01001,Growth,Healthcare,7,429.1,2026-03-01,False,,healthy
ACC-01002,Growth,EdTech,5,668.47,2026-03-16,False,,healthy
ACC-01003,Starter,Media,7,367.62,2026-03-11,True,2026-07-17,slow_decay
ACC-01004,Starter,Manufacturing,9,880.1,2026-03-05,False,,seasonal
ACC-01005,Growth,Logistics,5,575.74,2026-01-06,False,,healthy
ACC-01006,Starter,Logistics,3,140.07,2026-04-30,False,,slow_decay
ACC-01007,Growth,Logistics,12,2095.57,2026-02-03,False,,healthy
ACC-01008,Starter,Manufacturing,2,156.56,2026-04-05,False,,healthy
ACC-01009,Growth,Logistics,4,321.15,2026-02-01,False,,seasonal
ACC-01010,Starter,Manufacturing,1,80.93,2026-02-18,False,,seasonal
ACC-01011,Growth,Manufacturing,2,175.87,2026-03-17,False,,healthy
ACC-01012,Growth,Retail,9,934.69,2026-01-15,True,2026-05-21,slow_decay
ACC-01013,Growth,EdTech,4,236.92,2026-02-09,False,,seasonal
ACC-01014,Scale,FinTech,13,1753.07,2025-12-30,False,,healthy
ACC-01015,Starter,Professional Services,4,472.06,2026-02-20,True,2026-07-14,slow_decay
ACC-01016,Scale,FinTech,17,2787.75,2026-05-04,False,,healthy
ACC-01017,Growth,FinTech,2,127.85,2026-02-23,False,,healthy
ACC-01018,Growth,Healthcare,4,402.11,2026-02-02,False,,healthy
ACC-01019,Starter,Media,3,233.22,2026-01-07,False,,healthy
ACC-01020,Growth,Logistics,2,244.87,2026-01-03,True,2026-06-17,slow_decay
ACC-01021,Scale,Manufacturing,7,1344.78,2026-02-12,False,,healthy
ACC-01022,Starter,Logistics,5,461.08,2026-01-11,True,2026-07-01,slow_decay
ACC-01023,Growth,Media,2,347.1,2025-12-25,True,2026-05-10,sharp_drop
ACC-01024,Scale,Logistics,3,463.27,2026-01-08,False,,seasonal
ACC-01025,Starter,Logistics,4,396.28,2026-05-19,False,,seasonal
ACC-01026,Growth,Healthcare,3,552.64,2026-02-28,False,,seasonal
ACC-01027,Starter,Retail,9,675.29,2026-01-24,True,2026-05-29,slow_decay
ACC-01028,Growth,EdTech,6,668.31,2025-11-08,True,2026-06-28,slow_decay
ACC-01029,Scale,Logistics,9,2000.71,2026-04-02,False,,recovered
ACC-01030,Scale,Retail,12,3163.37,2026-02-03,False,,seasonal
ACC-01031,Enterprise,Retail,12,2994.02,2026-05-07,False,,slow_decay
ACC-01032,Starter,FinTech,23,2023.85,2026-02-09,False,,healthy
ACC-01033,Starter,Professional Services,9,512.99,2026-02-07,True,2026-05-30,slow_decay
ACC-01034,Enterprise,Manufacturing,25,10357.61,2026-03-20,False,,healthy
ACC-01035,Scale,Retail,8,1623.27,2026-02-14,False,,recovered
ACC-01036,Scale,Retail,2,295.57,2026-03-31,True,2026-07-01,slow_decay
ACC-01037,Starter,Media,1,93.68,2025-12-11,True,2026-06-08,slow_decay
ACC-01038,Starter,FinTech,3,353.95,2025-12-03,False,,healthy
ACC-01039,Enterprise,Professional Services,6,1922.86,2025-11-20,False,,recovered
ACC-01040,Growth,Professional Services,6,799.89,2025-12-11,False,,recovered
ACC-01041,Starter,Manufacturing,6,686.84,2026-03-09,False,,healthy
ACC-01042,Scale,Healthcare,13,1812.01,2026-03-09,False,,healthy
ACC-01043,Growth,Professional Services,2,114.03,2026-01-28,False,,healthy
ACC-01044,Growth,EdTech,28,3976.63,2025-11-02,True,2026-03-23,slow_decay
ACC-01045,Starter,Professional Services,1,119.7,2026-01-27,True,2026-04-27,slow_decay
ACC-01046,Scale,Professional Services,7,1015.89,2025-11-02,False,,recovered
ACC-01047,Scale,FinTech,4,488.63,2026-02-28,True,2026-06-07,slow_decay
ACC-01048,Scale,Retail,16,1569.48,2026-04-07,False,,healthy
ACC-01049,Starter,Healthcare,3,263.59,2026-02-12,False,,healthy
ACC-01050,Growth,Healthcare,29,3313.4,2026-02-11,True,2026-06-25,sharp_drop
ACC-01051,Growth,Healthcare,20,3082.92,2026-03-23,True,2026-06-23,sharp_drop
ACC-01052,Growth,Professional Services,3,518.11,2026-02-09,False,,healthy
ACC-01053,Starter,EdTech,5,568.21,2025-12-24,True,2026-04-20,sharp_drop
ACC-01054,Scale,Retail,1,282.95,2026-03-07,False,,seasonal
ACC-01055,Starter,FinTech,2,211.33,2026-04-16,False,,healthy
ACC-01056,Starter,Media,1,74.71,2025-12-24,False,,recovered
ACC-01057,Growth,Logistics,3,495.82,2026-03-09,False,,healthy
ACC-01058,Starter,Healthcare,7,703.3,2025-11-06,False,,seasonal
ACC-01059,Growth,EdTech,11,1833.89,2026-05-01,False,,sharp_drop
ACC-01060,Growth,EdTech,6,866.14,2026-03-29,False,,healthy
ACC-01061,Enterprise,Manufacturing,5,2334.93,2026-02-06,False,,healthy
ACC-01062,Growth,FinTech,6,1071.4,2026-03-29,False,,recovered
ACC-01063,Starter,Retail,4,225.16,2026-01-15,False,,seasonal
ACC-01064,Starter,Retail,3,220.01,2026-01-20,False,,healthy
ACC-01065,Growth,Retail,8,560.46,2025-11-23,False,,recovered
ACC-01066,Growth,FinTech,5,885.53,2026-02-05,False,,healthy
ACC-01067,Enterprise,Retail,29,9296.25,2026-03-11,False,,healthy
ACC-01068,Starter,Retail,6,544.46,2026-03-02,True,2026-07-06,sharp_drop
ACC-01069,Scale,Retail,10,1894.86,2026-03-25,True,2026-06-29,slow_decay
