account_id,plan_tier,industry,seats,contract_value_monthly,tenure_days,risk_score,risk_tier,top_risk_drivers,recommended_action,days_since_last_login,login_momentum_7_30,support_ticket_trend_14_60,latest_nps,as_of_date
ACC-00734,Starter,Logistics,7,571.34,58,0.003,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.1320754716981132,0.3333332222222592,5.0,2026-06-27
ACC-00713,Growth,FinTech,3,275.55,37,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0963455149501662,0.3333332222222592,10.0,2026-06-26
ACC-00632,Scale,Media,6,960.26,184,0.003,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9667024704618687,0.0,6.0,2026-06-27
ACC-01167,Starter,FinTech,4,174.92,219,0.003,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.2321428571428572,0.499999750000125,6.0,2026-06-26
ACC-00846,Starter,Retail,12,996.11,100,0.003,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.1334120425029517,0.0,2.0,2026-06-28
ACC-00683,Growth,Logistics,14,2568.18,107,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.156015037593985,0.0,10.0,2026-06-26
ACC-00010,Enterprise,Manufacturing,9,1228.67,149,0.003,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.032325338894682,0.499999750000125,1.0,2026-06-22
ACC-00443,Growth,Manufacturing,11,1207.56,142,0.003,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.7692307692307692,0.999999000001,2.0,2026-06-24
ACC-00135,Growth,Media,1,176.4,198,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.6593406593406593,0.0,10.0,2026-06-23
ACC-00124,Scale,Retail,9,743.6,58,0.003,Low,Very narrow feature adoption (avg 1.8 features/day) | Low NPS/survey response (2/10),Offer a tailored onboarding refresh or feature-adoption session.,0.0,0.9523809523809524,0.0,2.0,2026-06-26
ACC-00059,Starter,Logistics,5,569.43,184,0.003,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.1876075731497415,0.0,1.0,2026-06-24
ACC-00106,Growth,Manufacturing,2,169.9,58,0.003,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,2.0,1.5384615384615383,0.999999000001,3.0,2026-06-28
ACC-00037,Starter,Media,3,264.0,233,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7619047619047619,0.499999750000125,10.0,2026-06-23
ACC-00993,Starter,Media,1,68.43,163,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2857142857142858,0.499999750000125,10.0,2026-06-24
ACC-00406,Scale,EdTech,9,1131.0,128,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7861369399830939,0.0,10.0,2026-06-25
ACC-00196,Growth,Logistics,6,332.17,44,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9257142857142856,0.0,9.0,2026-06-25
ACC-01193,Starter,Retail,5,443.34,44,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8948194662480378,0.999999000001,9.0,2026-06-26
ACC-00383,Starter,Healthcare,1,48.22,65,0.003,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9183673469387754,0.999999000001,3.0,2026-06-26
ACC-01149,Scale,EdTech,7,1150.38,121,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.3788819875776397,0.499999750000125,9.0,2026-06-27
ACC-00094,Scale,FinTech,7,1007.58,44,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8411214953271028,0.999999000001,9.0,2026-06-26
ACC-00391,Scale,Media,8,1213.95,30,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9253246753246754,0.0,8.0,2026-06-25
ACC-00099,Starter,EdTech,1,38.06,142,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.607142857142857,0.0,,2026-06-28
ACC-00895,Enterprise,Professional Services,7,2848.46,226,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9257142857142856,0.499999750000125,10.0,2026-06-22
ACC-00575,Growth,EdTech,7,1005.55,51,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.875251509054326,0.0,8.0,2026-06-24
ACC-00682,Starter,EdTech,7,716.17,121,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0612244897959184,0.0,,2026-06-24
ACC-00942,Growth,Media,5,665.26,107,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.5584415584415583,0.0,,2026-06-22
ACC-00246,Starter,Retail,3,355.09,163,0.003,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.6469002695417789,0.0,3.0,2026-06-26
ACC-00374,Starter,Media,1,79.67,128,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6766917293233082,0.0,,2026-06-24
ACC-00759,Growth,Media,13,1369.37,51,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.101072840203275,0.0,,2026-06-26
ACC-00006,Starter,Logistics,1,70.03,191,0.003,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,3.0,0.8571428571428571,0.0,2.0,2026-06-22
ACC-01123,Starter,Manufacturing,10,841.89,226,0.003,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,0.8939526730937772,0.0,2.0,2026-06-27
ACC-01160,Growth,Media,9,1257.17,30,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.992063492063492,0.0,7.0,2026-06-24
ACC-00405,Scale,Retail,10,932.71,184,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7697642163661581,0.0,10.0,2026-06-22
ACC-00687,Starter,Media,1,81.91,51,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,1.1428571428571428,0.0,,2026-06-27
ACC-00067,Growth,Retail,5,637.1,121,0.003,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8206686930091186,0.0,2.0,2026-06-25
ACC-00615,Scale,FinTech,6,1134.75,30,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8458646616541353,0.0,,2026-06-25
ACC-00557,Growth,Manufacturing,16,1980.21,44,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9206349206349208,0.0,9.0,2026-06-26
ACC-00065,Enterprise,Logistics,12,3459.94,107,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0966810966810967,0.0,10.0,2026-06-26
ACC-01046,Scale,Professional Services,7,1015.89,233,0.003,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.6444683136412459,0.0,4.0,2026-06-23
ACC-01040,Growth,Professional Services,6,799.89,198,0.003,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,0.9375,0.0,3.0,2026-06-27
ACC-00399,Enterprise,Retail,30,13815.36,163,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.064604185623294,0.6666664444445185,9.0,2026-06-27
ACC-00043,Growth,Logistics,9,984.24,142,0.003,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0068846815834769,0.0,8.0,2026-06-26
ACC-00442,Scale,Retail,2,256.31,37,0.003,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0248447204968942,0.0,5.0,2026-06-28
ACC-00920,Growth,Media,1,74.42,212,0.003,Low,Low NPS/survey response (0/10),Personally follow up on their survey feedback; treat as a save-play priority.,3.0,0.6593406593406593,0.0,0.0,2026-06-27
ACC-00540,Enterprise,EdTech,6,1888.1,44,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7518796992481204,0.0,9.0,2026-06-28
ACC-01170,Starter,FinTech,5,356.37,149,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9183673469387754,0.0,3.0,2026-06-25
ACC-00479,Growth,Media,2,223.4,107,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.3533834586466165,0.0,3.0,2026-06-25
ACC-00206,Starter,Logistics,1,58.86,219,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.3533834586466165,0.0,6.0,2026-06-24
ACC-00227,Enterprise,Manufacturing,27,9568.61,149,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9865229110512128,0.499999750000125,10.0,2026-06-22
ACC-00194,Growth,EdTech,11,1542.8,121,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2285714285714286,0.0,8.0,2026-06-27
ACC-01169,Starter,FinTech,4,440.43,121,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2100840336134453,0.499999750000125,10.0,2026-06-23
ACC-01021,Scale,Manufacturing,7,1344.78,135,0.002,Low,Low NPS/survey response (0/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0141766630316251,0.499999750000125,0.0,2026-06-27
ACC-00811,Growth,FinTech,3,424.3,107,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.391465677179963,0.999999000001,3.0,2026-06-22
ACC-01148,Scale,EdTech,6,467.08,142,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.051948051948052,0.0,9.0,2026-06-24
ACC-00298,Scale,Healthcare,4,524.9,44,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.6943521594684383,0.0,10.0,2026-06-23
ACC-00677,Starter,FinTech,2,226.88,156,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7792207792207793,0.0,8.0,2026-06-26
ACC-00676,Starter,Media,2,183.94,191,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0,0.0,10.0,2026-06-23
ACC-01178,Scale,Media,14,3658.21,37,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8998474834773768,0.0,,2026-06-24
ACC-00834,Starter,Healthcare,4,266.65,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8716707021791767,0.999999000001,,2026-06-22
ACC-00314,Starter,Healthcare,3,289.81,58,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9316770186335404,0.0,3.0,2026-06-26
ACC-00844,Growth,Retail,17,2735.85,37,0.002,Low,Low NPS/survey response (0/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0075187969924813,0.0,0.0,2026-06-24
ACC-00103,Starter,Manufacturing,1,55.62,100,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,2.0,1.3714285714285712,0.499999750000125,8.0,2026-06-28
ACC-00886,Growth,Retail,2,223.37,107,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.530612244897959,0.0,7.0,2026-06-23
ACC-00784,Growth,Logistics,2,132.44,107,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,3.0,1.0452961672473868,0.0,6.0,2026-06-27
ACC-00538,Starter,FinTech,9,900.07,198,0.002,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0552763819095476,0.499999750000125,4.0,2026-06-25
ACC-00952,Starter,FinTech,2,173.42,198,0.002,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.7142857142857142,0.0,1.0,2026-06-23
ACC-00232,Growth,Professional Services,3,386.42,30,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,1.1822660098522166,0.0,6.0,2026-06-24
ACC-01137,Scale,Media,4,491.96,170,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.030741410488246,0.0,7.0,2026-06-28
ACC-00814,Enterprise,Media,19,2822.29,149,0.002,Low,Low NPS/survey response (1/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.022480058013053,0.0,1.0,2026-06-24
ACC-00873,Growth,Professional Services,16,2227.23,51,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8618654073199529,0.0,,2026-06-26
ACC-00191,Starter,Logistics,1,56.46,205,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,2.0,1.1688311688311688,0.0,10.0,2026-06-25
ACC-00681,Growth,FinTech,2,302.45,51,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2244897959183672,0.999999000001,9.0,2026-06-28
ACC-00047,Enterprise,Media,9,1572.53,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.092436974789916,0.0,,2026-06-23
ACC-00693,Growth,Retail,24,2941.77,37,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.1173974540311176,0.3333332222222592,,2026-06-28
ACC-01142,Growth,Professional Services,7,1220.95,100,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2646370023419204,0.499999750000125,7.0,2026-06-28
ACC-00627,Scale,FinTech,4,597.07,219,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.873015873015873,0.0,9.0,2026-06-23
ACC-01073,Starter,Retail,6,453.93,44,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.3392857142857142,0.0,8.0,2026-06-23
ACC-00036,Starter,FinTech,8,331.43,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.018981018981019,0.999999000001,,2026-06-24
ACC-01054,Scale,Retail,1,282.95,107,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.9022556390977444,0.0,7.0,2026-06-22
ACC-00938,Growth,FinTech,2,134.44,142,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9183673469387754,0.0,10.0,2026-06-26
ACC-00154,Starter,Retail,4,345.43,58,0.002,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9966777408637874,0.3333332222222592,2.0,2026-06-22
ACC-01049,Starter,Healthcare,3,263.59,135,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.4285714285714286,0.0,10.0,2026-06-27
ACC-00079,Starter,Manufacturing,3,313.41,44,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.1479591836734693,0.0,8.0,2026-06-26
ACC-00210,Starter,Media,1,74.15,44,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.3043478260869563,0.999999000001,6.0,2026-06-25
ACC-00137,Starter,Media,1,88.03,177,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8571428571428571,0.0,10.0,2026-06-27
ACC-01172,Scale,Retail,30,3404.56,114,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.970632155301145,0.499999750000125,9.0,2026-06-22
ACC-01153,Growth,Logistics,2,127.27,177,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.7792207792207791,0.0,6.0,2026-06-28
ACC-00753,Starter,FinTech,3,231.05,212,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.6593406593406593,0.499999750000125,10.0,2026-06-23
ACC-00509,Growth,Healthcare,10,610.35,135,0.002,Low,Low NPS/survey response (0/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9253246753246754,0.0,0.0,2026-06-23
ACC-01052,Growth,Professional Services,3,518.11,135,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,0.8163265306122449,0.0,10.0,2026-06-24
ACC-00921,Growth,EdTech,6,830.96,177,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8013937282229966,0.499999750000125,3.0,2026-06-25
ACC-00395,Starter,Logistics,8,513.92,44,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.875251509054326,0.0,9.0,2026-06-25
ACC-00218,Enterprise,FinTech,30,6403.07,37,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.064039408866995,0.0,9.0,2026-06-26
ACC-01108,Scale,EdTech,19,4439.47,177,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8427973699940228,0.0,9.0,2026-06-24
ACC-00751,Scale,FinTech,5,865.25,149,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.2857142857142858,0.0,6.0,2026-06-23
ACC-01001,Growth,Healthcare,7,429.1,114,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8430913348946136,0.3333332222222592,,2026-06-23
ACC-00913,Scale,Retail,5,1215.32,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.090909090909091,0.0,7.0,2026-06-23
ACC-00299,Growth,Professional Services,2,349.53,142,0.002,Low,Low NPS/survey response (2/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.9480519480519485,0.0,2.0,2026-06-24
ACC-01171,Starter,Retail,4,228.86,177,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.5343915343915344,0.199999960000008,6.0,2026-06-25
ACC-00418,Growth,FinTech,8,1361.96,51,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.4685314685314683,0.999999000001,,2026-06-26
ACC-00084,Growth,Media,3,391.69,212,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.8045112781954888,0.0,10.0,2026-06-27
ACC-00061,Starter,Media,15,1757.72,142,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9910714285714286,0.3333332222222592,3.0,2026-06-22
ACC-01115,Starter,Logistics,2,91.61,184,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8333333333333334,0.999999000001,8.0,2026-06-26
ACC-01041,Starter,Manufacturing,6,686.84,107,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2698412698412698,0.0,,2026-06-24
ACC-00710,Growth,FinTech,2,190.67,44,0.002,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.3865546218487397,0.0,4.0,2026-06-24
ACC-00340,Starter,Healthcare,3,171.24,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.1960132890365447,0.0,10.0,2026-06-27
ACC-00967,Starter,FinTech,2,182.73,37,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7792207792207793,0.0,,2026-06-22
ACC-00823,Starter,Manufacturing,2,177.96,114,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9428571428571428,0.0,3.0,2026-06-25
ACC-00223,Growth,Manufacturing,7,894.08,114,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0044642857142858,0.499999750000125,,2026-06-24
ACC-00236,Scale,Manufacturing,1,261.98,226,0.002,Low,Low NPS/survey response (5/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.7453416149068323,0.499999750000125,5.0,2026-06-23
ACC-00933,Enterprise,EdTech,12,2659.07,170,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8944099378881987,0.0,10.0,2026-06-24
ACC-00120,Growth,Manufacturing,4,719.73,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2392426850258176,0.0,,2026-06-23
ACC-01097,Enterprise,Retail,9,1288.17,114,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.8905380333951761,0.0,3.0,2026-06-22
ACC-00435,Starter,Retail,1,106.06,191,0.002,Low,Login frequency down 73% vs their own 30-day average | Active days per week down 64% vs baseline,Check in with an async usage summary or a light-touch 'how's it going' email.,6.0,0.2678571428571428,0.0,9.0,2026-06-26
ACC-00291,Scale,Manufacturing,24,5100.22,205,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9391867578265564,0.0,7.0,2026-06-25
ACC-00276,Enterprise,FinTech,2,304.03,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.2244897959183674,0.499999750000125,,2026-06-22
ACC-00764,Growth,Professional Services,14,1158.57,149,0.002,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,0.9014232999472852,0.2499999375000156,4.0,2026-06-27
ACC-00619,Growth,Manufacturing,7,667.1,198,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,1.0,0.9478021978021978,0.0,3.0,2026-06-28
ACC-01144,Starter,Media,2,145.51,219,0.002,Low,Low NPS/survey response (6/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.3043478260869563,0.0,6.0,2026-06-24
ACC-01186,Growth,EdTech,4,349.45,128,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0424710424710426,0.0,3.0,2026-06-24
ACC-00518,Enterprise,Retail,4,646.44,37,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0285714285714287,0.0,3.0,2026-06-24
ACC-01088,Starter,FinTech,11,943.18,198,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.9253246753246752,0.0,10.0,2026-06-25
ACC-00230,Growth,Retail,9,854.58,177,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0512129380053907,0.199999960000008,10.0,2026-06-27
ACC-00815,Scale,Professional Services,2,181.67,191,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,1.0,1.4285714285714286,0.0,10.0,2026-06-28
ACC-00448,Enterprise,Healthcare,23,5040.64,30,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.05006105006105,0.0,,2026-06-25
ACC-00202,Growth,Logistics,9,1041.37,142,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.7728337236533959,0.0,7.0,2026-06-22
ACC-00777,Growth,FinTech,11,1730.54,149,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.2454212454212454,0.0,3.0,2026-06-22
ACC-00956,Scale,Professional Services,33,9167.79,205,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8639636225843123,0.3333332222222592,7.0,2026-06-25
ACC-00252,Starter,Logistics,5,558.81,156,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.0714285714285714,0.0,9.0,2026-06-27
ACC-00532,Starter,Professional Services,3,151.87,149,0.002,Low,Low NPS/survey response (4/10),Personally follow up on their survey feedback; treat as a save-play priority.,0.0,1.0865191146881288,0.499999750000125,4.0,2026-06-27
ACC-00840,Enterprise,Professional Services,2,788.0,205,0.002,Low,Low NPS/survey response (3/10),Personally follow up on their survey feedback; treat as a save-play priority.,2.0,0.9266409266409266,0.3333332222222592,3.0,2026-06-28
ACC-00891,Scale,FinTech,11,1487.18,142,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.1320754716981132,0.0,8.0,2026-06-27
ACC-00767,Starter,Logistics,5,160.35,191,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,0.8986175115207373,0.499999750000125,7.0,2026-06-27
ACC-00233,Growth,Retail,6,1124.99,156,0.002,Low,No single dominant signal — risk driven by a broad combination of factors,Review full usage trend in the dashboard before deciding on outreach.,0.0,1.120879120879121,0.999999000001,,2026-06-25
